gwasID,Bolting,log_BbLe_max,log_BbLe_sum
8335,0,0.693147181,0.693147181
8376,0,0.693147181,0.693147181
8353,1,3.33220451,3.663561646
7186,1,2.197224577,2.833213344
7520,0,0,0
6988,0,0,0
7207,0,0,0
6984,1,1.791759469,1.791759469
6016,0,0,0
8243,0,0,0
7516,0,3.17805383,3.17805383
6911,0,3.135494216,3.17805383
7517,0,2.63905733,2.63905733
8369,0,0,0
6942,1,1.791759469,1.791759469
7413,1,3.044522438,3.496507561
7223,0,0,0
8387,1,2.944438979,3.091042453
6907,0,0,0
8230,0,2.833213344,3.044522438
8420,1,1.945910149,2.079441542
6046,0,0,0
8235,0,0,0
8365,1,2.944438979,3.135494216
8374,1,0,0
8239,1,1.098612289,1.386294361
6964,0,0,0
8244,0,2.197224577,2.197224577
7526,0,0,0
7373,1,3.17805383,3.80666249
6921,0,0,0
6985,1,1.098612289,1.098612289
8296,1,0,0
6042,1,2.079441542,2.079441542
5837,1,0.693147181,0.693147181
8236,0,1.098612289,1.098612289
6830,0,0,0
8297,0,0,0
8245,0,0,0
8238,1,1.609437912,1.609437912
8249,0,0,0
6913,0,0,0
8337,0,0.693147181,0.693147181
6924,1,1.609437912,2.079441542
6903,0,0.693147181,1.098612289
8334,0,0,0
8234,0,0,0
8233,0,2.48490665,2.48490665
8275,0,1.098612289,1.098612289
6958,0,2.079441542,2.079441542
6982,1,1.386294361,1.386294361
7524,0,0,0
7186,1,4.369447852,5.497168225
6966,0,0.693147181,0.693147181
8238,1,2.995732274,3.496507561
8256,0,0,0
7520,1,2.890371758,3.258096538
8297,0,1.609437912,1.609437912
5837,1,0.693147181,0.693147181
6922,1,1.791759469,2.079441542
7323,1,3.688879454,4.49980967
6921,0,2.944438979,3.218875825
6916,1,0,0
8325,1,4.110873864,5.123963979
8312,0,0.693147181,0.693147181
8246,0,1.791759469,1.945910149
8243,0,1.609437912,1.609437912
7515,0,1.791759469,2.079441542
8270,1,0,0
6913,0,0,0
7461,0,1.609437912,1.945910149
8387,1,3.135494216,3.295836866
6042,1,3.610917913,3.970291914
8235,0,0,0
6039,0,0,0
8374,1,2.772588722,3.36729583
8244,0,0.693147181,0.693147181
8241,0,1.791759469,1.791759469
7015,1,3.610917913,4.727387819
9057,0,0,0
8365,1,3.688879454,4.077537444
6907,0,1.098612289,1.098612289
8354,1,0.693147181,0.693147181
7438,1,0,0
10022,0,0,0
6923,1,1.609437912,1.791759469
6914,0,0,0
6926,1,2.079441542,2.564949357
8296,1,0,0
8237,0,0,0
8343,1,0,0
6900,0,0.693147181,0.693147181
6978,1,2.944438979,3.295836866
6919,0,0,0
6992,0,0,0
7517,0,0,0
9058,0,0,0
7327,0,0.693147181,0.693147181
8311,0,0,0
6009,0,0,0
6016,0,0,0
8388,0,0,0
6940,1,0,0
6936,0,0,0
8249,0,0,0
6040,0,0,0
6980,0,2.772588722,2.944438979
8231,0,0,0
7417,0,0,0
6933,0,0.693147181,0.693147181
6961,1,3.258096538,4.304065093
6910,1,3.850147602,4.204692619
6043,0,0,0
6981,1,1.609437912,1.945910149
8236,0,0,0
6929,1,2.708050201,2.772588722
6943,1,1.386294361,1.609437912
6074,0,0,0
6927,0,1.791759469,2.079441542
6967,1,3.737669618,4.890349128
7514,0,0,0
6932,0,0,0
6917,0,0,0
7300,0,0.693147181,0.693147181
7415,1,0,0
6977,0,0,0
6971,0,0,0
7133,1,0,0
6918,0,2.397895273,2.397895273
8335,0,0,0
6963,0,0,0
6969,0,0,0
7526,0,1.386294361,1.386294361
6911,0,0,0
8420,1,1.386294361,1.791759469
8271,0,2.197224577,2.833213344
8222,0,0,0
6953,0,0.693147181,0.693147181
6928,0,0,0
6945,0,0,0
7523,0,0,0
6975,0,0,0
7298,1,1.791759469,1.791759469
7223,0,0,0
7521,0,0.693147181,0.693147181
6946,1,3.761200116,4.189654742
6909,0,1.945910149,1.945910149
6830,1,2.48490665,2.564949357
7033,0,0,0
8284,0,0.693147181,0.693147181
6962,1,4.219507705,5.010635294
6909,0,0,0
8306,0,0,0
6988,0,0,0
6979,1,3.871201011,4.934473933
6974,0,0,0
6972,1,1.098612289,1.098612289
8214,0,0,0
6968,0,0,0
6983,0,0,0
6709,0,0,0
8353,1,1.098612289,1.098612289
8310,1,0.693147181,0.693147181
8395,1,0,0
8386,0,0.693147181,0.693147181
8245,1,1.609437912,1.609437912
8329,1,3.401197382,3.526360525
8430,0,0,0
7516,0,0,0
6951,0,0,0
8285,0,0,0
6898,1,1.098612289,1.098612289
8313,1,0,0
8323,1,0,0
6243,1,0,0
6899,1,0,0
8378,0,0,0
8258,0,0,0
6960,0,0,0
7413,1,0.693147181,0.693147181
8259,0,0,0
6939,1,1.386294361,1.386294361
8230,0,0,0
8424,0,0,0
6906,1,2.079441542,2.197224577
6965,0,0,0
6985,1,0,0
7258,1,3.091042453,3.091042453
8426,1,0,0
6956,0,0,0
6942,1,2.995732274,3.295836866
8389,0,0,0
6937,0,0,0
6930,1,3.970291914,4.718498871
6959,0,0,0
8366,0,0,0
7275,1,0,0
7207,0,1.098612289,1.098612289
6987,1,2.397895273,2.397895273
6984,0,0,0
8314,0,0,0
7373,1,0,0
8247,0,0,0
6915,0,0,0
6920,0,0,0
7522,0,0,0
8369,0,0,0
7081,0,0,0
6976,0,0,0
8376,0,0,0
8419,0,0,0
6931,1,1.609437912,1.609437912
8351,0,0,0
8242,0,0,0
8239,1,0,0
8290,1,4.060443011,4.290459441
7287,1,1.609437912,1.945910149
6904,0,1.791759469,1.791759469
8283,0,0,0
7418,1,0,0
8300,0,0,0
8274,0,0,0
6964,0,0,0
6938,1,3.871201011,4.382026635
8304,1,1.791759469,1.945910149
8215,0,0,0
5719,0,2.995732274,3.496507561
6046,0,1.945910149,2.833213344
8412,1,4.143134726,5.105945474
7525,0,0,0
8326,0,0,0
6970,0,2.197224577,2.48490665
7296,0,0,0
6897,0,0,0
8213,1,0,0
8422,0,0,0
6944,1,0,0
6008,1,4.143134726,5.123963979
6901,0,0,0
6043,0,0,0
6008,1,4.521788577,4.820281566
8374,1,0.693147181,0.693147181
6906,1,4.510859507,5.252273428
8245,0,1.386294361,1.386294361
8236,0,0.693147181,0.693147181
6926,1,2.302585093,2.564949357
6911,0,0,0
8337,0,0,0
8241,0,1.386294361,1.386294361
8306,0,0.693147181,0.693147181
8259,0,0,0
8351,0,2.772588722,2.890371758
6910,1,4.418840608,5.509388337
6009,0,0,0
6945,0,0,0
8290,1,4.143134726,4.663439094
6966,0,1.386294361,1.609437912
6978,1,2.890371758,3.258096538
7523,0,3.36729583,3.36729583
8244,0,0,0
8325,1,4.204692619,5.093750201
6985,1,3.663561646,4.382026635
6040,0,1.098612289,1.098612289
8430,0,1.098612289,1.098612289
6900,0,2.079441542,2.079441542
8311,0,1.098612289,1.098612289
6953,0,0,0
6984,0,0,0
8271,0,1.609437912,2.079441542
6930,0,0,0
6922,1,0,0
8242,0,0,0
8274,0,0,0
9058,0,0,0
6940,1,0,0
6074,0,0,0
6042,1,3.044522438,3.36729583
7323,1,4.234106505,4.605170186
7461,0,3.258096538,3.912023005
7516,0,0,0
8395,0,0,0
8300,0,0,0
6932,1,3.871201011,4.382026635
6920,0,0,0
8246,0,0,0
6915,0,0,0
6977,0,0,0
8275,0,1.945910149,1.945910149
6016,0,0,0
8335,0,2.197224577,2.772588722
8386,0,0,0
6946,0,0.693147181,1.098612289
6919,0,2.302585093,2.833213344
6960,1,3.891820298,4.418840608
7526,0,0.693147181,0.693147181
8366,0,1.791759469,1.791759469
8412,1,3.401197382,3.526360525
8389,1,1.098612289,1.609437912
6979,1,4.094344562,4.564348191
6982,0,1.609437912,2.197224577
8270,1,1.609437912,1.609437912
8378,1,4.584967479,5.093750201
8235,0,0.693147181,0.693147181
6992,1,3.583518938,4.189654742
8310,1,2.944438979,3.17805383
8296,1,2.833213344,2.944438979
6937,1,4.33073334,4.787491743
6962,1,3.091042453,3.891820298
6897,0,1.098612289,1.098612289
7298,1,2.079441542,2.197224577
5719,0,3.496507561,3.784189634
7413,1,0,0
6964,0,0,0
6898,1,3.496507561,3.80666249
7015,1,3.091042453,3.295836866
6928,0,0,0
8388,0,3.17805383,3.496507561
6913,0,2.833213344,3.17805383
6981,1,3.970291914,4.369447852
8326,0,1.098612289,1.098612289
8343,0,1.098612289,1.098612289
6927,0,0,0
7275,1,0,0
6969,0,0,0
6988,0,0,0
6899,0,0,0
8214,0,0,0
6967,1,3.33220451,4.043051268
6963,1,0,0
6970,0,0,0
6971,0,0,0
8285,1,1.791759469,1.791759469
6974,0,0,0
6923,1,2.397895273,2.48490665
6921,0,0,0
8256,0,0,0
6942,1,3.988984047,5.030437921
8329,1,4.127134385,5.049856007
6975,0,0,0
6972,1,0.693147181,0.693147181
6983,0,0,0
6944,1,3.526360525,4.33073334
8230,0,0,0
8239,1,0,0
6931,1,3.36729583,3.688879454
8353,1,3.218875825,3.784189634
8365,1,2.079441542,2.197224577
7223,0,0,0
8369,0,0,0
8284,0,0,0
6958,1,2.833213344,3.401197382
7287,0,2.197224577,2.197224577
8426,1,1.609437912,2.197224577
6929,0,1.609437912,1.609437912
8313,0,0,0
7258,1,2.079441542,2.197224577
7417,0,0,0
6987,0,2.197224577,2.397895273
7327,0,0,0
9057,0,0,0
6965,0,0,0
7133,1,2.302585093,2.564949357
7515,0,0,0
6901,0,0,0
8334,0,0,0
6243,1,2.63905733,2.63905733
7207,1,0,0
6917,0,0,0
8237,0,0,0
8231,0,0,0
8249,0,0,0
6959,0,0,0
7373,0,1.098612289,1.098612289
6951,0,0,0
8234,0,0,0
7525,0,1.945910149,1.945910149
8258,0,0.693147181,0.693147181
6939,1,0,0
6039,0,0,0
6046,0,0,0
7521,0,0,0
7514,0,0,0
6907,0,0,0
7438,0,0,0
8420,1,0,0
8297,0,0,0
6830,0,0,0
6943,1,1.945910149,2.079441542
6936,1,2.564949357,2.995732274
8419,0,0,0
6904,0,0,0
8314,1,3.135494216,3.295836866
8312,0,1.609437912,1.609437912
7418,1,2.079441542,2.833213344
6709,1,2.772588722,2.890371758
8422,0,0,0
6976,0,1.945910149,1.945910149
6968,0,0,0
8247,0,0.693147181,0.693147181
6914,0,1.945910149,1.945910149
7186,1,2.772588722,3.295836866
7520,1,1.098612289,1.098612289
10022,0,1.098612289,1.386294361
7033,0,0.693147181,0.693147181
6909,0,0,0
5837,1,1.945910149,2.397895273
6961,0,2.197224577,2.197224577
8304,1,1.945910149,2.397895273
7522,0,2.397895273,2.708050201
7524,0,0,0
8243,0,3.850147602,3.871201011
8283,0,2.397895273,2.397895273
8376,0,0,0
8233,0,0,0
6980,0,0,0
6909,1,2.63905733,2.63905733
8213,1,2.890371758,3.465735903
8424,0,0,0
6938,0,0,0
7081,0,1.791759469,2.302585093
6916,1,4.477336814,5.093750201
6918,1,2.890371758,2.890371758
8215,0,1.791759469,2.397895273
8387,0,1.386294361,1.386294361
7517,0,0,0
6903,0,1.945910149,2.079441542
8222,0,1.098612289,1.098612289
8238,1,3.931825633,4.33073334
8354,1,3.970291914,4.394449155
7300,0,0.693147181,0.693147181
6933,0,0.693147181,0.693147181
7415,0,2.197224577,2.197224577
8323,1,0.693147181,0.693147181
6956,0,1.791759469,1.791759469
6924,0,0,0
7296,0,0,0
8222,0,1.945910149,3.044522438
6913,0,0,0
6243,0,1.386294361,1.609437912
8247,0,0,0
6981,1,4.219507705,4.672828834
6830,1,3.218875825,3.526360525
7015,0,0,0
8241,0,1.609437912,2.079441542
6962,1,1.791759469,1.791759469
6897,0,0,0
7516,0,4.17438727,4.17438727
6928,0,0,0
8213,1,2.302585093,2.302585093
8214,0,0,0
6964,0,2.48490665,2.48490665
6966,0,0,0
6921,0,0.693147181,0.693147181
8374,0,0,0
8312,1,1.945910149,2.079441542
6008,1,4.204692619,4.454347296
8412,0,0,0
7258,1,2.397895273,2.890371758
6987,0,3.784189634,4.718498871
7523,0,0,0
8238,1,0.693147181,0.693147181
8231,0,1.386294361,1.386294361
8323,0,0,0
6900,0,3.044522438,3.044522438
7081,1,1.386294361,1.386294361
6040,0,0.693147181,0.693147181
6709,0,0,0
6942,1,4.304065093,5.099866428
8246,0,0,0
7514,0,0,0
6940,1,0,0
8271,0,0,0
8306,0,0,0
8237,0,3.555348061,3.891820298
8386,0,0.693147181,0.693147181
8311,0,0,0
6923,1,3.555348061,4.204692619
6911,0,1.098612289,1.098612289
6910,1,3.850147602,4.290459441
8275,0,0,0
6968,0,0,0
8343,1,1.945910149,1.945910149
7327,0,0.693147181,0.693147181
6919,0,0,0
7417,0,0,0
6961,0,0.693147181,0.693147181
8378,0,1.791759469,1.791759469
8256,1,0,0
8235,0,0,0
6927,0,3.891820298,4.343805422
6932,1,3.17805383,3.465735903
6922,1,1.791759469,1.791759469
6915,0,1.386294361,1.386294361
8420,1,2.48490665,2.48490665
8233,0,1.098612289,1.098612289
8369,0,0,0
6939,1,2.564949357,3.610917913
7413,1,2.302585093,2.708050201
7186,1,3.135494216,3.258096538
7524,0,0.693147181,0.693147181
8284,0,0,0
6937,1,1.386294361,1.386294361
6943,1,3.784189634,4.094344562
8366,0,0,0
8242,0,3.091042453,3.610917913
10022,0,1.386294361,1.386294361
8290,1,2.772588722,2.890371758
8234,0,0.693147181,0.693147181
6975,1,2.833213344,3.258096538
8335,0,0.693147181,0.693147181
8419,1,3.465735903,3.496507561
6972,1,3.258096538,3.951243719
6903,0,2.890371758,3.17805383
7520,1,1.791759469,1.945910149
6914,0,0.693147181,0.693147181
6969,0,0,0
6904,0,0,0
6958,0,1.609437912,1.609437912
6909,0,0.693147181,0.693147181
7323,0,0,0
8313,0,0,0
8422,0,0,0
7438,1,0.693147181,0.693147181
7373,0,0,0
7033,0,0,0
8245,0,0,0
6043,0,0,0
6951,1,2.890371758,3.044522438
8304,1,0.693147181,0.693147181
6009,0,0,0
7223,0,0,0
6992,0,1.098612289,1.098612289
8244,0,3.761200116,3.970291914
6929,0,0,0
8387,0,0,0
6988,0,0,0
6936,0,3.912023005,4.189654742
6982,0,0,0
6074,0,0,0
6920,0,0,0
9057,0,0,0
6970,0,0,0
6918,0,0,0
6931,1,0,0
6909,0,0,0
6977,0,0,0
8354,0,1.945910149,2.397895273
7275,1,3.526360525,3.871201011
6930,1,4.442651256,5.081404365
7525,0,0.693147181,0.693147181
6974,0,0,0
6960,1,0.693147181,1.098612289
7418,1,2.833213344,3.044522438
8230,0,0,0
6906,1,3.433987204,3.496507561
6924,0,0,0
6899,1,1.386294361,1.386294361
8283,0,0,0
6917,0,1.098612289,1.098612289
9058,0,1.098612289,1.098612289
8426,1,1.098612289,1.098612289
5719,0,1.945910149,1.945910149
6985,1,3.044522438,3.258096538
8215,0,0,0
8285,1,1.791759469,2.079441542
6933,0,2.564949357,2.772588722
8236,0,0,0
8337,0,0,0
8395,1,2.302585093,2.63905733
7287,1,4.753590191,5.075173815
8310,0,0,0
6971,0,0,0
8300,0,0,0
6907,0,0,0
6945,0,3.912023005,4.553876892
6965,0,0,0
6946,1,1.386294361,1.386294361
8297,0,0,0
8365,1,3.931825633,4.532599493
5837,0,0,0
6978,1,1.098612289,1.098612289
8389,0,3.044522438,3.044522438
8296,1,0,0
8243,0,0,0
6956,0,0,0
8424,0,0,0
6980,0,0,0
6953,0,2.48490665,2.48490665
6938,0,0,0
8258,0,0,0
8326,0,3.218875825,3.218875825
8249,0,0,0
8314,0,2.772588722,2.890371758
6039,0,0.693147181,0.693147181
6016,0,1.098612289,1.098612289
6959,0,1.098612289,1.609437912
8351,0,0,0
8239,0,0.693147181,0.693147181
7517,0,3.091042453,3.295836866
6976,0,0.693147181,1.098612289
7515,0,0,0
8259,0,0.693147181,0.693147181
8329,1,3.761200116,4.770684624
8274,0,0,0
7300,0,1.098612289,1.098612289
7461,0,1.791759469,1.791759469
7296,0,0,0
6916,1,2.890371758,2.944438979
6926,1,2.833213344,2.833213344
7526,0,0.693147181,0.693147181
7298,0,0,0
6046,0,0,0
8388,1,3.555348061,3.891820298
7133,0,0,0
6984,1,3.496507561,3.828641396
8376,0,0,0
6979,1,3.80666249,4.356708827
7521,0,1.098612289,1.098612289
8353,1,2.944438979,2.944438979
7522,0,0,0
6042,0,0,0
7415,1,1.098612289,1.098612289
6967,1,1.609437912,1.791759469
8270,0,0,0
6901,0,0,0
8334,0,3.044522438,3.688879454
6898,1,3.737669618,4.442651256
8430,0,0.693147181,0.693147181
6983,0,0,0
7207,0,1.791759469,1.791759469
6944,0,0,0
6963,0,0,0
8325,1,3.828641396,4.700480366
6927,0,1.098612289,1.098612289
7373,1,1.386294361,1.386294361
7186,1,3.33220451,3.784189634
6898,1,4.564348191,5.135798437
8259,1,2.995732274,3.218875825
7133,1,2.079441542,2.079441542
6936,1,0,0
8237,0,0,0
5837,1,1.945910149,2.397895273
6008,1,4.553876892,5.017279837
8258,0,0,0
6975,1,1.791759469,1.791759469
8245,1,0,0
8234,0,1.386294361,1.609437912
8354,1,2.197224577,2.48490665
6921,0,3.044522438,3.044522438
6943,1,2.48490665,2.890371758
6899,1,0,0
6930,1,3.912023005,4.356708827
7223,0,3.295836866,3.496507561
7520,0,0,0
8323,0,3.091042453,3.17805383
8422,0,0,0
6907,0,0.693147181,0.693147181
6983,0,0,0
8424,0,0,0
6918,0,0,0
6900,0,1.098612289,1.098612289
8395,1,1.386294361,1.386294361
6914,0,0,0
6709,1,0,0
8386,0,0,0
6909,0,0.693147181,0.693147181
7517,0,1.098612289,1.098612289
7327,0,0,0
6906,1,0,0
7522,0,0,0
8275,0,0.693147181,0.693147181
6944,1,4.736198448,5.170483995
6982,1,0.693147181,0.693147181
8329,1,2.564949357,2.772588722
7413,1,2.63905733,2.63905733
7081,1,0,0
6928,0,0,0
7033,0,0,0
7525,1,0,0
6967,1,3.80666249,4.564348191
6988,0,0,0
6923,1,3.688879454,4.33073334
8374,1,0,0
6963,1,0,0
7418,0,3.33220451,3.761200116
6046,0,0,0
8311,1,1.386294361,1.386294361
8238,0,0,0
8239,0,0,0
8242,0,1.386294361,1.386294361
6922,1,0,0
6913,0,0,0
6931,1,3.80666249,4.382026635
6964,0,0.693147181,0.693147181
8256,0,1.098612289,1.098612289
7514,0,0,0
6969,0,0.693147181,0.693147181
6953,0,1.791759469,2.397895273
7415,1,0.693147181,0.693147181
6951,0,0.693147181,0.693147181
6243,1,1.791759469,1.791759469
8274,0,0,0
8326,0,0,0
6929,0,0,0
6977,0,0,0
8334,0,0,0
6974,0,0,0
8314,1,1.098612289,1.098612289
7521,0,0,0
8426,1,3.784189634,3.988984047
6958,1,0,0
8214,0,0,0
8366,1,0,0
6933,0,0,0
8297,0,0,0
6971,0,0,0
8310,1,0,0
6987,1,0.693147181,0.693147181
6946,1,0.693147181,0.693147181
6959,0,0,0
6985,1,3.33220451,3.80666249
6919,0,0.693147181,1.098612289
8388,1,2.708050201,2.944438979
8376,0,0,0
8313,0,1.945910149,1.945910149
7287,1,1.386294361,1.386294361
8285,1,1.386294361,1.386294361
9058,0,0,0
8235,0,0,0
8351,0,0,0
6979,0,4.262679877,4.356708827
8271,0,0,0
8337,0,0,0
7207,1,0,0
6042,1,2.772588722,3.713572067
6956,0,0,0
6040,0,0,0
7524,0,0,0
8243,0,1.386294361,1.609437912
7015,1,0,0
6981,1,3.63758616,4.077537444
8369,0,0,0
8241,0,0,0
7516,0,1.609437912,1.609437912
5719,0,0,0
7275,1,0,0
6992,1,2.995732274,2.995732274
6009,0,0,0
6904,0,0,0
6978,1,2.302585093,2.48490665
8231,0,0,0
7298,1,1.791759469,1.945910149
8365,0,3.17805383,4.17438727
6939,0,0,0
8246,0,0,0
6945,0,0,0
6043,0,0,0
6980,1,0,0
8353,1,4.430816799,5.252273428
10022,1,0,0
6965,0,0,0
6976,0,2.48490665,2.890371758
8270,1,0,0
8335,0,0.693147181,0.693147181
7461,1,1.098612289,1.098612289
6942,1,1.386294361,1.386294361
8412,0,3.970291914,4.59511985
7515,0,0,0
8215,0,0,0
7438,0,0,0
7523,0,1.098612289,1.098612289
6968,0,0,0
8420,1,0,0
8283,0,0,0
6924,1,0,0
6917,0,1.386294361,1.386294361
7526,0,0,0
8247,0,0,0
8284,0,2.564949357,2.564949357
8236,1,0,0
6903,1,0,0
8300,1,1.609437912,1.791759469
6938,1,0,0
8312,0,0,0
8389,0,0.693147181,0.693147181
8387,0,0.693147181,1.098612289
6909,1,0.693147181,0.693147181
8230,0,0,0
6911,1,0,0
8430,0,0,0
6984,1,3.63758616,4.369447852
8304,0,1.609437912,1.609437912
6972,1,1.098612289,1.098612289
8213,1,4.189654742,5.056245805
6920,0,0.693147181,0.693147181
8249,0,0,0
7258,1,0,0
6937,0,0,0
7300,0,0,0
6897,0,2.397895273,2.397895273
8306,0,0,0
8290,1,1.386294361,1.386294361
8419,1,1.609437912,1.609437912
8296,1,3.295836866,3.931825633
8325,1,4.304065093,5.225746674
6039,1,0,0
8244,0,0,0
8233,0,0,0
8222,0,0,0
8378,1,0,0
6960,1,0,0
7417,0,0,0
6016,0,0,0
6970,0,0,0
6940,1,1.386294361,1.386294361
6962,1,4.110873864,5.062595033
6916,0,1.791759469,1.791759469
6932,1,2.302585093,2.48490665
6966,0,0,0
7323,1,1.945910149,1.945910149
6915,0,0,0
6074,0,0,0
6961,0,0,0
7296,1,1.609437912,1.609437912
6830,1,4.543294782,5.298317367
6901,0,3.988984047,4.49980967
6926,1,2.995732274,3.526360525
8343,1,2.302585093,2.397895273
6910,1,3.433987204,3.713572067
9057,0,1.098612289,1.098612289
6939,1,1.609437912,1.609437912
7514,0,0,0
6903,1,1.791759469,2.079441542
8231,0,0,0
6969,0,0,0
8238,1,3.688879454,4.343805422
6981,1,4.304065093,5.176149733
6946,0,1.609437912,1.791759469
8306,0,0,0
7207,0,1.791759469,1.791759469
6920,0,0,0
7287,1,1.945910149,2.197224577
7296,0,1.386294361,1.386294361
8245,1,0.693147181,0.693147181
7186,1,3.871201011,4.672828834
6901,0,2.564949357,2.564949357
6904,0,0,0
6964,0,0,0
6074,0,0,0
9058,0,0,0
8222,0,0,0
8230,0,0,0
7373,1,3.044522438,3.610917913
6974,0,0.693147181,0.693147181
8314,0,3.63758616,4.007333185
8422,0,0,0
6965,0,0,0
6942,1,4.49980967,5.407171771
8430,0,2.397895273,3.258096538
8351,0,2.772588722,3.044522438
8290,0,3.555348061,4.127134385
6921,0,0,0
6929,1,2.397895273,2.397895273
6951,1,2.397895273,2.63905733
7415,1,1.386294361,1.386294361
6987,1,1.945910149,2.63905733
8335,0,0,0
7522,0,0,0
7300,0,0,0
8242,0,0,0
7517,0,2.302585093,2.564949357
8412,1,0,0
7523,0,0,0
8215,1,3.871201011,3.871201011
6945,0,1.945910149,1.945910149
6963,1,0,0
8236,0,0,0
8284,0,0,0
8334,0,2.397895273,2.63905733
7521,0,1.609437912,1.609437912
8234,0,0.693147181,0.693147181
8337,0,0,0
6985,1,3.36729583,4.189654742
6979,1,4.204692619,5.272999559
6923,1,3.850147602,4.543294782
8296,1,2.944438979,3.465735903
5837,1,0,0
6976,0,0,0
8214,0,0,0
7520,1,1.098612289,1.098612289
8329,1,3.663561646,4.744932128
6943,1,3.218875825,3.33220451
8388,1,3.135494216,3.688879454
7015,1,3.091042453,3.828641396
6936,0,2.397895273,2.397895273
8395,1,3.737669618,4.532599493
6709,1,0,0
8271,0,0,0
6932,1,1.386294361,1.386294361
7413,1,2.302585093,2.833213344
6926,1,4.094344562,4.804021045
6930,1,4.317488114,5.093750201
8243,0,1.945910149,2.197224577
8249,0,0,0
6971,0,0,0
8426,1,1.098612289,1.098612289
6918,0,0,0
8326,0,0,0
