"GOout.GO","GOout.p_val"
"GO:0009451",0.905945
"GO:0007015",0.906111
"GO:0035267",0.906381
"GO:0017157",0.906673
"GO:0016746",0.906853
"GO:0044209",0.90688
"GO:0000302",0.907049
"GO:0006790",0.907357
"GO:1905393",0.907653
"GO:0000105",0.90892
"GO:0009697",0.909003
"GO:0030497",0.909254
"GO:0010207",0.909309
"GO:0006457",0.909673
"GO:0008374",0.910161
"GO:0009408",0.910166
"GO:0015743",0.91055
"GO:0008066",0.910945
"GO:0005217",0.910945
"GO:0006401",0.911113
"GO:0016584",0.911246
"GO:0006574",0.911519
"GO:0010817",0.912595
"GO:0005876",0.912891
"GO:0002237",0.913196
"GO:0046872",0.913223
"GO:0000398",0.913293
"GO:0007163",0.913416
"GO:0001510",0.913579
"GO:0005832",0.913596
"GO:0006734",0.91428
"GO:0030127",0.91429
"GO:0005978",0.914416
"GO:0009570",0.914518
"GO:0033179",0.91509
"GO:0004252",0.915458
"GO:0032456",0.915675
"GO:0006749",0.915826
"GO:0032511",0.915911
"GO:0006896",0.916141
"GO:0010197",0.916491
"GO:0005819",0.916803
"GO:0015145",0.916827
"GO:0009294",0.917183
"GO:2001295",0.917872
"GO:0005694",0.917876
"GO:0010306",0.91829
"GO:0010268",0.91876
"GO:0034314",0.919279
"GO:0006048",0.919721
"GO:0000149",0.920205
"GO:0007231",0.92023
"GO:0035252",0.920309
"GO:0009628",0.921216
"GO:0004069",0.92135
"GO:0009691",0.921575
"GO:0016070",0.921867
"GO:0010244",0.922009
"GO:0009654",0.922444
"GO:0030140",0.922469
"GO:0000285",0.922478
"GO:0043666",0.92272
"GO:0010305",0.922951
"GO:0008236",0.923001
"GO:0005985",0.923608
"GO:0000304",0.923752
"GO:0003729",0.923827
"GO:0046688",0.923885
"GO:0006817",0.92423
"GO:0045492",0.924613
"GO:0031410",0.925344
"GO:0019752",0.925903
"GO:0010182",0.926187
"GO:0010103",0.926458
"GO:0000124",0.927055
"GO:0051013",0.927284
"GO:0008352",0.927284
"GO:0052544",0.927346
"GO:0032991",0.927596
"GO:0010262",0.927694
"GO:0033386",0.927853
"GO:0009658",0.928501
"GO:0071417",0.928882
"GO:0070897",0.928962
"GO:0006486",0.929077
"GO:0010167",0.929398
"GO:0080032",0.929761
"GO:0080031",0.929761
"GO:0010405",0.93012
"GO:0033314",0.93061
"GO:0016441",0.930617
"GO:0006606",0.930853
"GO:0010183",0.931589
"GO:0015630",0.932637
"GO:0010014",0.932743
"GO:0035999",0.932877
"GO:0016811",0.933154
"GO:0010029",0.933243
"GO:0009116",0.933315
"GO:0006006",0.933501
"GO:0098719",0.933502
"GO:0019899",0.93468
"GO:0015935",0.934884
"GO:0015385",0.935102
"GO:0051879",0.935122
"GO:0071470",0.935167
"GO:0008173",0.935202
"GO:0046394",0.935735
"GO:0008284",0.935991
"GO:0010008",0.936036
"GO:0005635",0.936124
"GO:0016018",0.936616
"GO:0042626",0.936831
"GO:0009809",0.937
"GO:0048367",0.93714
"GO:0090116",0.937472
"GO:0000419",0.93771
"GO:0071949",0.937778
"GO:0042440",0.938326
"GO:0090708",0.939149
"GO:0010143",0.940116
"GO:0097550",0.940411
"GO:0048638",0.940548
"GO:0042538",0.940628
"GO:0010492",0.94086
"GO:0005249",0.941228
"GO:0004298",0.941575
"GO:0071249",0.941685
"GO:0009642",0.94201
"GO:0000822",0.943104
"GO:0016705",0.943191
"GO:0010162",0.943877
"GO:0006120",0.944255
"GO:0042435",0.944336
"GO:0038023",0.945309
"GO:0000055",0.945719
"GO:0000139",0.945997
"GO:0016829",0.946085
"GO:0042372",0.946819
"GO:0071944",0.94701
"GO:0004372",0.947157
"GO:0004525",0.948377
"GO:0008033",0.948449
"GO:0016779",0.948643
"GO:0060560",0.948871
"GO:0009933",0.948905
"GO:0010424",0.948939
"GO:0022622",0.949079
"GO:0006515",0.949349
"GO:0019903",0.949388
"GO:0008810",0.949771
"GO:0019774",0.95014
"GO:0065008",0.95022
"GO:0019762",0.950708
"GO:0006552",0.951088
"GO:0015276",0.951159
"GO:0060548",0.951873
"GO:0009767",0.951878
"GO:0009740",0.951889
"GO:0090110",0.95241
"GO:0000930",0.952493
"GO:0005669",0.952729
"GO:0006488",0.952844
"GO:0031359",0.952924
"GO:0009378",0.953041
"GO:0031267",0.953082
"GO:0009616",0.953196
"GO:0009411",0.953201
"GO:0016554",0.953324
"GO:0002239",0.953444
"GO:0032543",0.953596
"GO:0006270",0.954269
"GO:0017056",0.954272
"GO:0010286",0.955178
"GO:0009705",0.955349
"GO:0004337",0.955503
"GO:0071007",0.9556
"GO:0008559",0.955998
"GO:0045010",0.956302
"GO:0000922",0.956463
"GO:0090305",0.956544
"GO:0048471",0.956556
"GO:0000463",0.956992
"GO:0005665",0.957322
"GO:0009941",0.957587
"GO:0015116",0.957593
"GO:0048544",0.957603
"GO:0042910",0.95785
"GO:1901657",0.958007
"GO:0006352",0.958187
"GO:0032956",0.958378
"GO:0046655",0.958463
"GO:0019264",0.958463
"GO:0006565",0.958463
"GO:0015248",0.958667
"GO:0048438",0.958728
"GO:0008541",0.95881
"GO:0015749",0.958999
"GO:0010227",0.959022
"GO:0004842",0.959085
"GO:0000993",0.959196
"GO:0050897",0.959533
"GO:0140359",0.959667
"GO:0070290",0.960065
"GO:0080115",0.960101
"GO:0016514",0.960124
"GO:0010015",0.960608
"GO:0009231",0.961166
"GO:0071333",0.961295
"GO:0004527",0.961513
"GO:0019827",0.961677
"GO:0033384",0.961813
"GO:0006914",0.962607
"GO:0009718",0.962979
"GO:0009970",0.963016
"GO:0043231",0.963062
"GO:0048869",0.963655
"GO:0005216",0.963965
"GO:0045053",0.964823
"GO:0009793",0.965006
"GO:0010942",0.96515
"GO:0032979",0.965335
"GO:0071230",0.965598
"GO:0045337",0.965642
"GO:0048588",0.96631
"GO:0008360",0.966397
"GO:0006259",0.966563
"GO:0045910",0.966789
"GO:0004311",0.966917
"GO:0000338",0.967165
"GO:0071014",0.967314
"GO:0005795",0.967829
"GO:0016157",0.967987
"GO:0080044",0.968255
"GO:0006281",0.968312
"GO:0006886",0.968479
"GO:0043966",0.968531
"GO:2000113",0.968704
"GO:0008299",0.968803
"GO:0010165",0.968976
"GO:0004029",0.968996
"GO:0019905",0.969193
"GO:0022625",0.969224
"GO:0019722",0.969803
"GO:0004683",0.970289
"GO:0006264",0.970479
"GO:0006145",0.970757
"GO:0006559",0.971236
"GO:0000175",0.971374
"GO:0020037",0.971545
"GO:0006656",0.971918
"GO:0046527",0.971962
"GO:0007020",0.972409
"GO:0009791",0.972695
"GO:0015937",0.972823
"GO:0048658",0.973854
"GO:0051253",0.973871
"GO:0051017",0.97393
"GO:0009931",0.974066
"GO:0004161",0.974381
"GO:0002161",0.974504
"GO:0046540",0.974778
"GO:0003678",0.975771
"GO:0003697",0.976384
"GO:0010038",0.976451
"GO:0005856",0.976697
"GO:0050821",0.977358
"GO:0000070",0.977837
"GO:0030091",0.978207
"GO:0009098",0.978291
"GO:0010928",0.97859
"GO:0003777",0.978781
"GO:0009648",0.979022
"GO:0051172",0.979595
"GO:0016616",0.979783
"GO:0009657",0.980036
"GO:0035251",0.980078
"GO:0008654",0.980367
"GO:0009395",0.98048
"GO:0008180",0.980501
"GO:0046653",0.980941
"GO:0009699",0.980942
"GO:0035091",0.981262
"GO:0008289",0.981526
"GO:0015144",0.981759
"GO:1990961",0.981959
"GO:0005763",0.982016
"GO:0007034",0.982161
"GO:0009686",0.982367
"GO:0022607",0.982601
"GO:0007018",0.982879
"GO:0006367",0.982935
"GO:0070971",0.983024
"GO:0000245",0.983973
"GO:0045824",0.983993
"GO:0051015",0.984065
"GO:0030570",0.9843
"GO:0005975",0.984534
"GO:0006310",0.984571
"GO:0004630",0.98478
"GO:0007033",0.984826
"GO:0042162",0.984914
"GO:0030176",0.985039
"GO:0008234",0.985214
"GO:0009631",0.985558
"GO:0048229",0.986556
"GO:0048827",0.986802
"GO:0006520",0.986805
"GO:0016036",0.986981
"GO:0006865",0.987238
"GO:0005871",0.987285
"GO:0030148",0.987575
"GO:0031305",0.987891
"GO:0000812",0.988509
"GO:0010319",0.989354
"GO:0031408",0.98973
"GO:0005852",0.989754
"GO:0009958",0.990724
"GO:0080043",0.991809
"GO:0042973",0.992154
"GO:0003824",0.992479
"GO:0005759",0.99261
"GO:0010267",0.992894
"GO:0005681",0.992928
"GO:0031010",0.993037
"GO:0048589",0.994876
"GO:0019898",0.9955
"GO:0009507",0.99615
"GO:0003843",0.996404
"GO:0000148",0.996404
"GO:0006075",0.996404
"GO:0015994",0.996644
"GO:0006499",0.996989
"GO:0009536",0.997001
"GO:0016757",0.997015
"GO:0005262",0.997047
"GO:0010216",0.997121
"GO:0055085",0.997152
"GO:0006378",0.99719
"GO:0005319",0.997359
"GO:0006506",0.997645
"GO:0009911",0.99843
"GO:0005506",0.998576
"GO:0051225",0.998826
"GO:0042644",0.999168
"GO:0009888",0.999235
"GO:0006260",0.999398
"GO:0003887",0.999944
"GO:0022857",0.999996
"GO:0016709",0.999997
